text,label,num_label
যেহেতু তিনি ক্লান্ত ছিলেন সেহেতু তিনি যেতে রাজি হননি,Complex,1
যখন তিনি আপনার চিঠি পেয়েছেন তখন তিনি খুশি,Complex,1
যখন বাসায় যাই তখন গিয়ে দেখি মা ঘুমাচ্ছে,Complex,1
যখন তিনি কাজ সারলেন তখন তিনি বাড়ি চলে গেলেন,Complex,1
যখন আমি অসুস্থ ছিলাম তখন সভায় উপস্থিত হতে পারিনি,Complex,1
পানি নোংরা হওয়ায় পান করতে পারিনি।,Simple,0
সে খবর শুনে দুঃখে কেঁদে উঠল,Simple,0
কাজ সেরে চলে ভারত গেলেন,Simple,0
ভয়ঙ্কর দৃশ্য দেখে সে ভয় পেয়ে গেল,Simple,0
আমি সেখানে গিয়ে তার কথা শুনলাম,Simple,0
দরজা বন্ধ করার পরে আমি হাঁটতে বের হলাম,Simple,0
পানি নোংরা ছিলো এবং পান করতে পারিনি।,Compound,2
সে খবর শুনলো এবং দুঃখে কেঁদে উঠল,Compound,2
কাজ সারলেন এবং ভারত চলে গেলেন,Compound,2
ভয়ঙ্কর দৃশ্য দেখলো ফলে সে ভয় পেয়ে গেল,Compound,2
আমি সেখানে গিলাম এবং তার কথা শুনলাম,Compound,2
দরজা বন্ধ করলাম এবং আমি হাঁটতে বের হলাম,Compound,2
যখন পানি নোংরা ছিলো তখন পান করতে পারিনি।,Complex,1
যখন সে খবর শুনলো তখন সে দুঃখে কেঁদে উঠল,Complex,1
যখন তিনি কাজ সারলেন তখন তিনি ভারত চলে গেলেন,Complex,1
যখন সে ভয়ঙ্কর দৃশ্য দেখলো তখন সে ভয় পেয়ে গেল,Complex,1
যখন আমি সেখানে গেলাম তখন তার কথা শুনলাম,Complex,1
যখন আমি দরজা বন্ধ করলাম তখন আমি হাঁটতে বের হলাম,Complex,1
আওয়াজ শুনে ঘুম ভেঙে গেল,Simple,0
আমি তাকে ভুলে বাইরে রেখে চলে গেলাম,Simple,0
ঘুম থেকে ওঠার সময় বৃষ্টি হচ্ছিল,Simple,0
বিয়ের অনুষ্ঠান শেষ হলে অতিথিরা সবাই ভোজে যাবেন,Simple,0
সূর্য অস্ত যাওয়ার পর আমরা বাড়ি চলে গেলাম,Simple,0
খেলা শেষ হলে দর্শকেরা বাড়ি ফের গেলো,Simple,0
আওয়াজ শুনলাম এবং ঘুম ভেঙে গেল,Compound,2
আমি বাহিরে এলাম এবং তাকে ভুলে রেখে চলে গেলাম,Compound,2
তিনি জেগে উঠলেন এবং বৃষ্টি হচ্ছিল,Compound,2
বিয়ের অনুষ্ঠান শেষ হবে এবং অতিথিরা সবাই ভোজে যাবেন,Compound,2
সূর্য ডুবে গেল এবং আমরা বাড়ি চলে গেলাম,Compound,2
খেলা শেষ হল এবং দর্শকরা বাড়ি ফিরে গেল,Compound,2
যখন আওয়াজ শুনলাম তখন ঘুম ভেঙে গেল,Complex,1
যখন আমি বাহিরে এলাম তখন তাকে ভুলে রেখে চলে গেলাম,Complex,1
"যখন ঘুম ভাঙল, তখন বৃষ্টি হচ্ছে।",Complex,1
যখন বিয়ের অনুষ্ঠান শেষ হবে তখন অতিথিরা সবাই ভোজে যাবেন,Complex,1
যেহেতু সূর্য ডুবে গেল সেহেতু আমরা বাড়ি চলে গেলাম,Complex,1
যখন খেলা শেষ হল তখন দর্শকরা বাড়ি ফিরে গেল,Complex,1
অঙ্কটি কঠিন হওয়া স্বত্তেও আমি এটি সমাধান করতে পারিনি,Simple,0
আবহাওয়া খুব খারাপ থাকার কারনে আমরা বাড়ি যাইনি,Simple,0
সূর্য অস্ত যাওয়ার পর আমরা আমাদের খেলা বন্ধ করে দিলাম।,Simple,0
দিনটি ঝড় হওয়ায় অনেকেই বাড়ি ফিরতে পারেননি,Simple,0
পানি গরম হওয়ায় পান করতে পারিনি,Simple,0
দুপুরের খাবার শেষ হলে ভদ্রমহিলা চলে গেলেন,Simple,0
পানি লবণাক্ত হওয়ায় নাবিকরা তা পান করতে পারে না,Simple,0
আমি সত্যিকারের ভালবাসা দেখিয়েছিলাম বিধায় আমি রক্ষা পেয়েছি,Simple,0
অঙ্কটি কঠিন কিন্তু আমি এটি সমাধান করতে পারিনি,Compound,2
